fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality=3,quality=4,quality=5,quality=6,quality=7,quality=8
0.119,0.313,0.000,0.065,0.087,0.111,0.042,0.007,0.180,0.160,0.054,0,0,1,0,0,0
0.440,0.184,0.580,0.123,0.137,0.333,0.329,0.010,0.097,0.100,0.107,0,0,1,0,0,0
0.409,0.171,0.540,0.116,0.136,0.278,0.329,0.010,0.097,0.090,0.074,0,0,1,0,0,0
0.170,0.247,0.180,0.077,0.095,0.153,0.076,0.008,0.195,0.200,0.074,0,0,0,1,0,0
0.226,0.139,0.380,0.103,0.111,0.153,0.176,0.008,0.140,0.070,0.040,0,0,0,1,0,0
0.252,0.133,0.400,0.110,0.116,0.208,0.215,0.008,0.140,0.075,0.067,0,0,1,0,0,0
0.164,0.241,0.180,0.077,0.097,0.153,0.087,0.008,0.195,0.195,0.081,0,0,0,1,0,0
0.170,0.247,0.180,0.077,0.095,0.153,0.076,0.008,0.195,0.200,0.074,0,0,0,1,0,0
0.233,0.335,0.100,0.129,0.126,0.222,0.118,0.008,0.137,0.110,0.074,0,0,1,0,0,0
0.233,0.335,0.100,0.129,0.126,0.222,0.118,0.008,0.137,0.110,0.074,0,0,1,0,0,0
0.189,0.266,0.130,0.103,0.139,0.319,0.208,0.008,0.162,0.140,0.067,0,0,1,0,0,0
0.233,0.335,0.100,0.129,0.126,0.222,0.118,0.008,0.137,0.110,0.074,0,0,1,0,0,0
0.201,0.228,0.680,0.052,0.660,0.181,0.090,0.006,0.087,0.365,0.047,0,0,0,1,0,0
0.201,0.500,0.070,0.065,0.075,0.292,0.142,0.005,0.192,0.050,0.154,0,0,0,1,0,0
0.107,0.544,0.010,0.071,0.074,0.194,0.093,0.005,0.214,0.065,0.188,0,0,0,1,0,0
0.220,0.475,0.000,0.084,0.118,0.125,0.087,0.006,0.127,0.085,0.094,0,0,1,0,0,0
0.220,0.475,0.000,0.084,0.118,0.125,0.087,0.006,0.127,0.085,0.094,0,0,1,0,0,0
0.264,0.190,0.210,0.103,0.131,0.444,0.284,0.008,0.112,0.095,0.054,0,0,1,0,0,0
0.277,0.291,0.250,0.123,0.103,0.111,0.339,0.008,0.122,0.120,0.087,0,0,1,0,0,0
0.296,0.339,0.260,0.071,0.137,0.056,0.100,0.007,0.127,0.045,0.081,0,0,1,0,0,0
0.264,0.367,0.000,0.052,0.093,0.097,0.045,0.007,0.142,0.100,0.107,0,0,0,1,0,0
0.296,0.339,0.260,0.071,0.137,0.056,0.100,0.007,0.127,0.045,0.081,0,0,1,0,0,0
0.283,0.354,0.110,0.123,0.133,0.139,0.131,0.009,0.142,0.110,0.074,0,0,0,1,0,0
0.289,0.348,0.100,0.135,0.129,0.153,0.145,0.009,0.142,0.105,0.074,0,0,0,1,0,0
0.264,0.297,0.180,0.129,0.126,0.153,0.235,0.007,0.100,0.105,0.067,0,0,1,0,0,0
0.182,0.304,0.320,0.116,0.149,0.167,0.318,0.009,0.177,0.145,0.074,0,0,1,0,0,0
0.157,0.297,0.020,0.090,0.115,0.319,0.304,0.007,0.202,0.100,0.087,0,0,0,1,0,0
0.208,0.380,0.010,0.065,0.105,0.083,0.090,0.007,0.162,0.105,0.081,0,0,1,0,0,0
0.157,0.297,0.020,0.090,0.115,0.319,0.304,0.007,0.202,0.100,0.087,0,0,0,1,0,0
0.302,0.358,0.260,0.097,0.115,0.306,0.474,0.008,0.135,0.110,0.067,0,0,1,0,0,0
0.308,0.285,0.270,0.090,0.115,0.306,0.478,0.008,0.132,0.110,0.067,0,0,1,0,0,0
0.208,0.177,0.290,0.058,0.237,0.000,0.131,0.007,0.140,0.295,0.074,0,0,0,1,0,0
0.208,0.177,0.300,0.058,0.237,0.014,0.135,0.007,0.142,0.290,0.074,0,0,0,1,0,0
0.164,0.557,0.000,0.135,0.147,0.083,0.035,0.006,0.172,0.065,0.107,0,0,1,0,0,0
0.145,0.408,0.180,0.097,0.378,0.069,0.145,0.006,0.165,0.135,0.128,0,0,0,1,0,0
0.145,0.326,0.170,0.097,0.375,0.069,0.042,0.006,0.165,0.130,0.128,0,0,0,1,0,0
0.233,0.196,0.300,0.161,0.110,0.083,0.097,0.008,0.155,0.140,0.141,0,0,1,0,0,0
0.157,0.253,0.030,0.110,0.105,0.278,0.298,0.007,0.190,0.135,0.094,0,0,1,0,0,0
0.151,0.285,0.000,0.071,0.291,0.153,0.135,0.007,0.142,0.135,0.067,0,0,0,1,0,0
0.119,0.215,0.140,0.097,0.167,0.111,0.107,0.007,0.229,0.160,0.094,0,0,1,0,0,0
0.277,0.443,0.050,0.097,0.113,0.347,0.311,0.008,0.155,0.100,0.107,0,0,1,0,0,0
0.119,0.215,0.140,0.097,0.167,0.111,0.107,0.007,0.229,0.160,0.094,0,0,1,0,0,0
0.157,0.297,0.010,0.103,0.106,0.264,0.273,0.007,0.202,0.130,0.094,0,0,1,0,0,0
0.333,0.146,0.410,0.090,0.116,0.139,0.190,0.008,0.117,0.085,0.074,0,0,1,0,0,0
0.333,0.146,0.410,0.090,0.116,0.139,0.190,0.008,0.117,0.085,0.074,0,0,1,0,0,0
0.340,0.278,0.240,0.084,0.110,0.250,0.180,0.009,0.110,0.115,0.114,0,0,0,1,0,0
0.340,0.278,0.240,0.084,0.110,0.250,0.180,0.009,0.110,0.115,0.114,0,0,0,1,0,0
0.252,0.323,0.170,0.129,0.142,0.278,0.391,0.008,0.087,0.095,0.060,0,0,1,0,0,0
0.176,0.158,0.430,0.110,0.115,0.236,0.263,0.007,0.147,0.175,0.087,0,0,0,1,0,0
0.264,0.329,0.170,0.129,0.118,0.333,0.429,0.008,0.122,0.105,0.081,0,0,1,0,0,0
0.157,0.310,0.020,0.103,0.113,0.222,0.280,0.007,0.185,0.135,0.087,0,0,0,1,0,0
0.195,0.304,0.000,0.110,0.070,0.083,0.024,0.006,0.160,0.115,0.161,0,0,1,0,0,0
0.346,0.095,0.540,0.090,0.087,0.083,0.069,0.005,0.107,0.100,0.275,0,0,0,1,0,0
0.390,0.487,0.300,0.110,0.196,0.083,0.187,0.008,0.062,0.425,0.121,0,0,1,0,0,0
0.258,0.215,0.310,0.103,0.187,0.319,0.201,0.007,0.090,0.205,0.081,0,0,1,0,0,0
0.296,0.158,0.440,0.045,0.043,0.278,0.125,0.005,0.125,0.240,0.161,0,0,0,0,1,0
0.302,0.241,0.340,0.174,0.115,0.056,0.028,0.009,0.137,0.095,0.154,0,0,0,1,0,0
0.302,0.241,0.340,0.174,0.115,0.056,0.028,0.009,0.137,0.095,0.154,0,0,0,1,0,0
0.164,0.310,0.080,0.200,0.115,0.347,0.353,0.006,0.127,0.090,0.067,0,0,1,0,0,0
0.252,0.272,0.090,0.155,0.092,0.097,0.038,0.007,0.122,0.055,0.107,0,0,1,0,0,0
0.031,0.294,0.000,0.052,0.052,0.181,0.277,0.003,0.204,0.305,0.302,0,0,0,0,1,0
0.195,0.278,0.080,0.103,0.167,0.181,0.138,0.007,0.125,0.165,0.081,0,0,0,1,0,0
0.239,0.253,0.220,0.116,0.118,0.042,0.042,0.007,0.130,0.120,0.101,0,0,0,1,0,0
0.226,0.101,0.400,0.097,0.065,0.042,0.014,0.003,0.147,0.185,0.295,0,0,0,0,1,0
0.239,0.082,0.390,0.071,0.047,0.042,0.014,0.004,0.132,0.190,0.275,0,0,0,0,1,0
0.226,0.101,0.400,0.097,0.065,0.042,0.014,0.003,0.147,0.185,0.295,0,0,0,0,1,0
0.176,0.259,0.120,0.065,0.250,0.042,0.021,0.007,0.130,0.265,0.054,0,0,1,0,0,0
0.189,0.228,0.310,0.123,0.095,0.042,0.031,0.007,0.120,0.110,0.128,0,0,0,1,0,0
0.170,0.234,0.100,0.110,0.092,0.042,0.028,0.006,0.140,0.070,0.141,0,0,1,0,0,0
0.522,0.241,0.550,0.123,0.098,0.083,0.062,0.010,0.087,0.175,0.168,0,0,0,1,0,0
0.390,0.209,0.330,0.103,0.142,0.264,0.111,0.008,0.125,0.190,0.161,0,0,1,0,0,0
0.145,0.171,0.240,0.077,0.147,0.042,0.003,0.005,0.175,0.125,0.201,0,1,0,0,0,0
0.503,0.184,0.540,0.123,0.149,0.250,0.121,0.009,0.117,0.215,0.195,0,0,0,1,0,0
0.390,0.209,0.330,0.103,0.142,0.264,0.111,0.008,0.125,0.190,0.161,0,0,1,0,0,0
0.327,0.247,0.190,0.148,0.113,0.097,0.083,0.008,0.122,0.125,0.141,0,0,0,1,0,0
0.390,0.108,0.420,0.045,0.118,0.250,0.073,0.005,0.135,0.200,0.235,0,0,0,1,0,0
0.157,0.377,0.000,0.094,0.097,0.278,0.142,0.006,0.137,0.060,0.067,0,0,1,0,0,0
0.283,0.342,0.150,0.148,0.139,0.111,0.183,0.010,0.135,0.105,0.081,0,0,1,0,0,0
0.151,0.358,0.000,0.065,0.142,0.111,0.055,0.006,0.150,0.135,0.087,0,0,1,0,0,0
0.019,0.190,0.000,0.077,0.059,0.208,0.125,0.001,0.242,0.205,0.376,0,0,0,0,1,0
0.132,0.266,0.130,0.071,0.105,0.194,0.104,0.007,0.217,0.155,0.094,0,0,1,0,0,0
0.132,0.266,0.130,0.071,0.105,0.194,0.104,0.007,0.217,0.155,0.094,0,0,1,0,0,0
0.157,0.228,0.280,0.123,0.092,0.069,0.035,0.007,0.125,0.100,0.128,0,0,1,0,0,0
0.157,0.215,0.140,0.123,0.105,0.194,0.107,0.006,0.155,0.080,0.154,0,0,1,0,0,0
0.182,0.095,0.340,0.090,0.062,0.042,0.007,0.005,0.165,0.155,0.174,0,0,0,0,1,0
0.157,0.215,0.140,0.123,0.105,0.194,0.107,0.006,0.155,0.080,0.154,0,0,1,0,0,0
0.201,0.285,0.090,0.090,0.087,0.458,0.135,0.004,0.180,0.205,0.289,0,0,0,0,0,1
0.082,0.310,0.080,0.077,0.097,0.208,0.062,0.004,0.204,0.220,0.181,0,0,0,1,0,0
0.182,0.358,0.070,0.103,0.075,0.056,0.010,0.006,0.160,0.110,0.168,0,1,0,0,0,0
0.082,0.310,0.080,0.077,0.097,0.208,0.062,0.004,0.204,0.220,0.181,0,0,0,1,0,0
0.365,0.203,0.420,0.039,0.218,0.458,0.145,0.008,0.160,0.265,0.101,1,0,0,0,0,0
0.440,0.222,0.440,0.045,0.221,0.486,0.156,0.008,0.160,0.265,0.101,0,1,0,0,0,0
0.264,0.358,0.260,0.045,0.124,0.208,0.059,0.007,0.145,0.070,0.067,0,0,1,0,0,0
0.189,0.345,0.100,0.039,0.088,0.361,0.170,0.006,0.162,0.090,0.060,0,0,1,0,0,0
0.132,0.101,0.280,0.097,0.000,0.486,0.325,0.001,0.130,0.030,0.221,0,0,0,0,1,0
0.132,0.101,0.280,0.097,0.000,0.486,0.325,0.001,0.130,0.030,0.221,0,0,0,0,1,0
0.346,0.120,0.350,0.045,0.103,0.111,0.076,0.007,0.125,0.250,0.188,0,0,0,0,1,0
0.088,0.241,0.040,0.084,0.131,0.167,0.069,0.006,0.180,0.070,0.107,0,0,1,0,0,0
0.409,0.190,0.470,0.113,0.119,0.111,0.097,0.007,0.125,0.220,0.248,0,0,0,0,1,0
0.126,0.342,0.000,0.135,0.169,0.278,0.087,0.006,0.177,0.150,0.128,0,0,1,0,0,0
0.377,0.241,0.450,0.110,0.175,0.458,0.215,0.007,0.122,0.195,0.168,0,0,0,1,0,0
0.157,0.358,0.350,0.071,0.124,0.111,0.298,0.006,0.135,0.145,0.067,0,0,1,0,0,0
0.333,0.082,0.460,0.052,0.082,0.347,0.125,0.006,0.110,0.250,0.148,0,0,0,1,0,0
0.113,0.329,0.210,0.058,0.113,0.181,0.087,0.007,0.212,0.165,0.094,0,0,1,0,0,0
0.113,0.329,0.210,0.058,0.113,0.181,0.087,0.007,0.212,0.165,0.094,0,0,1,0,0,0
0.176,0.354,0.160,0.058,0.108,0.153,0.114,0.008,0.190,0.185,0.101,0,0,0,1,0,0
0.113,0.329,0.210,0.058,0.113,0.181,0.087,0.007,0.212,0.165,0.094,0,0,1,0,0,0
0.113,0.323,0.210,0.045,0.111,0.153,0.090,0.007,0.209,0.165,0.094,0,0,1,0,0,0
0.296,0.196,0.440,0.065,0.119,0.111,0.055,0.007,0.135,0.110,0.074,0,0,1,0,0,0
0.296,0.196,0.440,0.065,0.119,0.111,0.055,0.007,0.135,0.110,0.074,0,0,1,0,0,0
0.214,0.190,0.320,0.103,0.111,0.347,0.401,0.008,0.120,0.370,0.087,0,0,1,0,0,0
0.296,0.152,0.390,0.039,0.111,0.556,0.170,0.006,0.182,0.200,0.168,0,0,0,1,0,0
0.296,0.152,0.390,0.039,0.111,0.556,0.170,0.006,0.182,0.200,0.168,0,0,0,1,0,0
0.189,0.389,0.020,0.103,0.097,0.125,0.028,0.005,0.192,0.190,0.221,0,0,0,0,1,0
0.296,0.152,0.390,0.039,0.111,0.556,0.170,0.006,0.182,0.200,0.168,0,0,0,1,0,0
0.226,0.089,0.340,0.103,0.100,0.208,0.142,0.006,0.165,0.225,0.195,0,0,0,0,1,0
0.447,0.101,0.470,0.052,0.069,0.222,0.090,0.007,0.102,0.170,0.148,0,0,0,0,1,0
0.138,0.278,0.220,0.058,0.101,0.194,0.062,0.004,0.165,0.245,0.188,0,0,0,1,0,0
0.164,0.316,0.060,0.116,0.106,0.194,0.273,0.007,0.192,0.105,0.074,0,0,1,0,0,0
0.075,0.563,0.660,0.071,0.044,0.194,0.284,0.003,0.229,0.135,0.208,0,0,0,1,0,0
0.182,0.190,0.320,0.116,0.090,0.083,0.066,0.006,0.125,0.055,0.134,0,0,1,0,0,0
0.164,0.316,0.060,0.103,0.108,0.222,0.270,0.007,0.192,0.100,0.087,0,0,1,0,0,0
0.164,0.316,0.060,0.116,0.106,0.194,0.273,0.007,0.192,0.105,0.074,0,0,1,0,0,0
0.164,0.326,0.070,0.110,0.106,0.208,0.277,0.007,0.192,0.105,0.087,0,0,1,0,0,0
0.138,0.234,0.220,0.090,0.097,0.167,0.062,0.004,0.167,0.250,0.195,0,0,0,1,0,0
0.145,0.247,0.230,0.071,0.098,0.167,0.055,0.004,0.165,0.255,0.188,0,0,0,1,0,0
0.138,0.278,0.220,0.058,0.101,0.194,0.062,0.004,0.165,0.245,0.188,0,0,0,1,0,0
0.189,0.323,0.030,0.071,0.111,0.361,0.128,0.006,0.175,0.155,0.168,0,0,0,1,0,0
0.195,0.377,0.010,0.077,0.085,0.417,0.128,0.004,0.167,0.120,0.228,0,0,0,1,0,0
0.145,0.278,0.030,0.039,0.121,0.486,0.138,0.005,0.197,0.120,0.148,0,0,1,0,0,0
0.170,0.146,0.240,0.071,0.090,0.375,0.145,0.006,0.172,0.105,0.107,0,1,0,0,0,0
0.283,0.057,0.370,0.045,0.090,0.069,0.014,0.005,0.122,0.125,0.181,0,0,0,0,1,0
0.365,0.165,0.460,0.077,0.151,0.069,0.014,0.007,0.095,0.160,0.228,0,0,0,0,1,0
0.264,0.120,0.400,0.123,0.159,0.083,0.035,0.006,0.142,0.230,0.228,0,0,0,0,1,0
0.157,0.222,0.000,0.084,0.090,0.083,0.028,0.005,0.165,0.125,0.168,0,1,0,0,0,0
0.195,0.377,0.010,0.077,0.085,0.417,0.128,0.004,0.167,0.120,0.228,0,0,0,1,0,0
0.264,0.310,0.190,0.200,0.134,0.403,0.218,0.008,0.120,0.085,0.107,0,0,0,1,0,0
0.164,0.304,0.040,0.103,0.105,0.236,0.284,0.007,0.197,0.110,0.074,0,0,1,0,0,0
0.289,0.278,0.180,0.045,0.108,0.125,0.052,0.006,0.102,0.080,0.101,0,0,1,0,0,0
0.189,0.377,0.000,0.077,0.092,0.403,0.100,0.005,0.185,0.160,0.201,0,0,0,1,0,0
0.239,0.120,0.290,0.142,0.298,0.181,0.069,0.005,0.120,0.225,0.242,0,0,0,1,0,0
0.164,0.304,0.040,0.103,0.105,0.236,0.284,0.007,0.197,0.110,0.074,0,0,1,0,0,0
0.264,0.310,0.190,0.200,0.134,0.403,0.218,0.008,0.120,0.085,0.107,0,0,0,1,0,0
0.270,0.399,0.140,0.103,0.121,0.111,0.083,0.008,0.150,0.155,0.141,0,0,1,0,0,0
0.277,0.430,0.120,0.097,0.116,0.097,0.076,0.008,0.147,0.160,0.134,0,0,0,1,0,0
0.384,0.253,0.380,0.110,0.088,0.389,0.173,0.006,0.102,0.230,0.248,0,0,0,0,1,0
0.138,0.285,0.000,0.103,0.098,0.431,0.201,0.005,0.172,0.115,0.188,0,0,0,1,0,0
0.384,0.494,0.340,0.368,0.164,0.306,0.322,0.013,0.120,0.175,0.060,0,0,1,0,0,0
0.164,0.139,0.240,0.071,0.097,0.403,0.159,0.006,0.175,0.125,0.114,0,0,1,0,0,0
0.164,0.342,0.030,0.090,0.108,0.208,0.277,0.007,0.197,0.120,0.087,0,0,1,0,0,0
0.346,0.209,0.230,0.065,0.115,0.125,0.042,0.008,0.120,0.160,0.060,0,0,0,1,0,0
0.164,0.342,0.030,0.090,0.108,0.208,0.277,0.007,0.197,0.120,0.087,0,0,1,0,0,0
0.164,0.323,0.030,0.084,0.111,0.222,0.284,0.007,0.197,0.125,0.094,0,0,0,1,0,0
0.157,0.297,0.010,0.090,0.111,0.361,0.128,0.005,0.170,0.125,0.154,0,0,0,1,0,0
0.233,0.120,0.390,0.097,0.108,0.222,0.128,0.004,0.142,0.220,0.275,0,0,0,0,1,0
0.157,0.297,0.010,0.090,0.111,0.361,0.128,0.005,0.170,0.125,0.154,0,0,0,1,0,0
0.233,0.120,0.390,0.097,0.108,0.222,0.128,0.004,0.142,0.220,0.275,0,0,0,0,1,0
0.233,0.570,0.020,0.161,0.118,0.069,0.017,0.009,0.185,0.080,0.174,1,0,0,0,0,0
0.270,0.120,0.360,0.110,0.072,0.125,0.114,0.006,0.165,0.180,0.228,0,0,1,0,0,0
0.176,0.326,0.100,0.097,0.111,0.208,0.093,0.007,0.209,0.180,0.161,0,0,0,0,1,0
0.176,0.326,0.100,0.097,0.111,0.208,0.093,0.007,0.209,0.180,0.161,0,0,0,0,1,0
0.138,0.297,0.060,0.329,0.079,0.139,0.042,0.006,0.167,0.130,0.161,0,0,0,0,1,0
0.138,0.297,0.060,0.329,0.079,0.139,0.042,0.006,0.167,0.130,0.161,0,0,0,0,1,0
0.289,0.291,0.200,0.135,0.113,0.194,0.377,0.008,0.122,0.130,0.074,0,0,1,0,0,0
0.164,0.266,0.270,0.110,0.118,0.153,0.249,0.006,0.162,0.190,0.174,0,0,1,0,0,0
0.094,0.278,0.000,0.084,0.110,0.069,0.010,0.005,0.212,0.105,0.208,0,0,0,1,0,0
0.176,0.253,0.130,0.097,0.108,0.458,0.190,0.005,0.172,0.130,0.161,0,0,0,1,0,0
0.170,0.117,0.390,0.019,0.077,0.083,0.017,0.003,0.137,0.095,0.208,0,0,0,1,0,0
0.296,0.165,0.480,0.187,0.196,0.028,0.017,0.006,0.122,0.120,0.322,0,0,0,1,0,0
0.283,0.101,0.460,0.523,0.167,0.028,0.010,0.009,0.110,0.135,0.168,0,0,0,1,0,0
0.340,0.215,0.440,0.129,0.087,0.042,0.007,0.007,0.147,0.145,0.255,0,0,0,1,0,0
0.302,0.174,0.460,0.239,0.134,0.028,0.014,0.006,0.132,0.155,0.255,0,0,0,0,1,0
0.170,0.117,0.390,0.019,0.077,0.083,0.017,0.003,0.137,0.095,0.208,0,0,0,1,0,0
0.252,0.123,0.400,0.084,0.110,0.028,0.000,0.005,0.132,0.170,0.235,0,0,0,1,0,0
0.044,0.377,0.190,0.039,0.244,0.083,0.194,0.004,0.219,0.140,0.174,0,0,1,0,0,0
0.138,0.184,0.310,0.510,0.118,0.347,0.135,0.008,0.160,0.155,0.114,0,0,0,1,0,0
0.239,0.152,0.320,0.084,0.113,0.431,0.253,0.006,0.140,0.195,0.174,0,0,0,1,0,0
0.239,0.316,0.120,0.058,0.098,0.514,0.138,0.005,0.160,0.280,0.228,0,0,0,1,0,0
0.314,0.184,0.370,0.090,0.129,0.125,0.059,0.008,0.125,0.115,0.141,0,0,1,0,0,0
0.239,0.152,0.320,0.084,0.113,0.431,0.253,0.006,0.140,0.195,0.174,0,0,0,1,0,0
0.239,0.316,0.120,0.058,0.098,0.514,0.138,0.005,0.160,0.280,0.228,0,0,0,1,0,0
0.138,0.184,0.310,0.510,0.118,0.347,0.135,0.008,0.160,0.155,0.114,0,0,0,1,0,0
0.252,0.222,0.270,0.090,0.070,0.181,0.076,0.005,0.110,0.235,0.188,0,0,1,0,0,0
0.252,0.063,0.360,0.065,0.085,0.722,0.246,0.006,0.182,0.270,0.174,0,0,0,0,1,0
0.302,0.076,0.330,0.090,0.080,0.708,0.232,0.008,0.182,0.285,0.121,0,0,0,1,0,0
0.239,0.348,0.190,0.084,0.133,0.139,0.239,0.007,0.115,0.130,0.054,0,1,0,0,0,0
0.252,0.222,0.270,0.090,0.070,0.181,0.076,0.005,0.110,0.235,0.188,0,0,1,0,0,0
0.258,0.133,0.380,0.155,0.083,0.125,0.045,0.005,0.140,0.200,0.242,0,0,0,0,1,0
0.126,0.310,0.010,0.065,0.111,0.097,0.066,0.007,0.237,0.200,0.141,0,0,1,0,0,0
0.176,0.310,0.010,0.071,0.101,0.167,0.111,0.007,0.185,0.160,0.094,0,0,1,0,0,0
0.189,0.177,0.290,0.065,0.108,0.389,0.208,0.007,0.177,0.130,0.074,0,0,0,1,0,0
0.176,0.310,0.010,0.071,0.101,0.167,0.111,0.007,0.185,0.160,0.094,0,0,1,0,0,0
0.126,0.310,0.010,0.065,0.111,0.097,0.066,0.007,0.237,0.200,0.141,0,0,1,0,0,0
0.264,0.114,0.380,0.090,0.079,0.250,0.228,0.005,0.162,0.195,0.228,0,0,0,1,0,0
0.264,0.114,0.380,0.090,0.079,0.250,0.228,0.005,0.162,0.195,0.228,0,0,0,1,0,0
0.465,0.323,0.500,0.032,0.097,0.069,0.069,0.008,0.082,0.135,0.134,0,1,0,0,0,0
0.164,0.165,0.380,0.123,0.092,0.306,0.125,0.003,0.150,0.195,0.302,0,0,0,0,1,0
0.101,0.215,0.170,0.045,0.100,0.083,0.017,0.004,0.217,0.105,0.201,0,0,1,0,0,0
0.314,0.133,0.520,0.084,0.101,0.167,0.066,0.005,0.155,0.215,0.268,0,0,0,0,1,0
0.333,0.095,0.490,0.265,0.115,0.111,0.038,0.005,0.112,0.095,0.275,0,0,0,0,1,0
0.346,0.196,0.400,0.110,0.131,0.167,0.159,0.008,0.120,0.155,0.107,0,0,0,0,1,0
0.327,0.241,0.340,0.090,0.134,0.125,0.135,0.009,0.125,0.135,0.087,0,0,0,0,1,0
0.233,0.114,0.490,0.187,0.128,0.139,0.062,0.005,0.132,0.155,0.248,0,0,0,0,1,0
0.352,0.203,0.420,0.071,0.097,0.083,0.048,0.006,0.100,0.230,0.181,0,0,0,0,1,0
0.352,0.203,0.580,0.206,0.131,0.139,0.062,0.007,0.137,0.330,0.242,0,0,0,0,1,0
0.233,0.101,0.480,0.077,0.133,0.069,0.021,0.004,0.130,0.145,0.268,0,0,0,0,1,0
0.270,0.000,0.450,0.058,0.103,0.125,0.052,0.005,0.167,0.215,0.235,0,0,0,0,1,0
0.270,0.000,0.450,0.058,0.103,0.125,0.052,0.005,0.167,0.215,0.235,0,0,0,0,1,0
0.270,0.000,0.450,0.058,0.103,0.125,0.052,0.005,0.167,0.215,0.235,0,0,0,0,1,0
0.233,0.101,0.480,0.077,0.133,0.069,0.021,0.004,0.130,0.145,0.268,0,0,0,0,1,0
0.226,0.120,0.400,0.084,0.075,0.069,0.014,0.005,0.142,0.175,0.188,0,0,0,0,1,0
0.352,0.139,0.480,0.077,0.065,0.056,0.010,0.004,0.115,0.180,0.248,0,0,0,0,1,0
0.189,0.196,0.400,0.116,0.115,0.069,0.017,0.005,0.175,0.105,0.255,0,0,0,1,0,0
0.245,0.057,0.520,0.065,0.128,0.111,0.059,0.006,0.155,0.170,0.134,0,0,1,0,0,0
0.277,0.152,0.520,0.077,0.162,0.056,0.014,0.006,0.142,0.145,0.195,0,0,0,1,0,0
0.308,0.158,0.520,0.071,0.124,0.153,0.156,0.006,0.137,0.125,0.181,0,0,0,1,0,0
0.113,0.285,0.120,0.090,0.177,0.333,0.104,0.005,0.182,0.190,0.195,0,0,0,0,1,0
0.214,0.297,0.050,0.071,0.126,0.153,0.090,0.007,0.155,0.140,0.107,0,0,1,0,0,0
0.245,0.222,0.270,0.065,0.075,0.236,0.111,0.005,0.105,0.260,0.181,0,0,0,1,0,0
0.157,0.278,0.140,0.045,0.108,0.083,0.042,0.006,0.132,0.145,0.060,0,0,1,0,0,0
0.126,0.285,0.020,0.077,0.169,0.069,0.035,0.006,0.160,0.180,0.074,0,0,1,0,0,0
0.264,0.095,0.390,0.071,0.144,0.264,0.073,0.005,0.102,0.180,0.188,0,0,0,1,0,0
0.245,0.222,0.270,0.065,0.075,0.236,0.111,0.005,0.105,0.260,0.181,0,0,0,1,0,0
0.233,0.139,0.400,0.097,0.087,0.319,0.145,0.005,0.150,0.265,0.174,0,0,0,1,0,0
0.277,0.165,0.410,0.097,0.149,0.069,0.014,0.006,0.097,0.125,0.235,0,0,0,0,1,0
0.245,0.342,0.200,0.077,0.139,0.306,0.370,0.007,0.097,0.075,0.054,0,0,1,0,0,0
0.277,0.177,0.430,0.097,0.092,0.389,0.138,0.004,0.115,0.135,0.255,0,0,0,1,0,0
0.132,0.278,0.090,0.129,0.110,0.083,0.055,0.007,0.180,0.140,0.121,0,0,1,0,0,0
0.365,0.089,0.480,0.065,0.088,0.069,0.014,0.007,0.147,0.270,0.168,0,0,0,1,0,0
0.365,0.089,0.480,0.065,0.088,0.069,0.014,0.007,0.147,0.270,0.168,0,0,0,1,0,0
0.346,0.165,0.500,0.097,0.151,0.069,0.024,0.006,0.120,0.160,0.215,0,0,0,0,1,0
0.245,0.139,0.440,0.052,0.110,0.069,0.021,0.006,0.195,0.150,0.154,0,0,1,0,0,0
0.264,0.133,0.410,0.323,0.100,0.083,0.024,0.006,0.140,0.145,0.248,0,0,0,0,1,0
0.164,0.184,0.300,0.077,0.116,0.472,0.228,0.007,0.175,0.095,0.067,0,0,1,0,0,0
0.164,0.184,0.300,0.077,0.116,0.472,0.228,0.007,0.175,0.095,0.067,0,0,1,0,0,0
0.239,0.297,0.290,0.110,0.159,0.417,0.391,0.008,0.102,0.085,0.047,0,0,1,0,0,0
0.151,0.177,0.320,0.174,0.080,0.111,0.080,0.004,0.135,0.080,0.195,0,0,0,0,1,0
0.478,0.209,0.490,0.032,0.103,0.028,0.000,0.007,0.097,0.150,0.134,0,0,1,0,0,0
0.283,0.241,0.300,0.065,0.087,0.097,0.038,0.008,0.145,0.190,0.141,0,0,0,1,0,0
0.308,0.468,0.260,0.065,0.110,0.167,0.076,0.007,0.127,0.145,0.107,0,0,1,0,0,0
0.170,0.253,0.320,0.077,0.095,0.694,0.221,0.004,0.150,0.245,0.302,0,0,0,1,0,0
0.283,0.241,0.300,0.065,0.087,0.097,0.038,0.008,0.145,0.190,0.141,0,0,0,1,0,0
0.478,0.209,0.490,0.032,0.103,0.028,0.000,0.007,0.097,0.150,0.134,0,0,1,0,0,0
0.176,0.291,0.000,0.071,0.085,0.083,0.017,0.006,0.177,0.125,0.195,0,0,0,1,0,0
0.327,0.139,0.390,0.032,0.088,0.028,0.003,0.005,0.112,0.110,0.201,0,0,0,0,1,0
0.157,0.152,0.300,0.045,0.111,0.472,0.221,0.007,0.175,0.085,0.067,0,0,1,0,0,0
0.195,0.171,0.120,0.052,0.139,0.250,0.073,0.006,0.105,0.080,0.067,0,0,1,0,0,0
0.321,0.111,0.400,0.039,0.100,0.181,0.052,0.005,0.100,0.090,0.168,0,0,0,1,0,0
